house_domain,lot_id,title,uf,lot_url,item_type_normalized,designer,attribution_strength,condition_tier,size_class,current_bid_brl,bid_count,est_resale_base,est_gross_margin_pct,signal,signal_reasons
exitoarteseantiguidades.com.br,31496722,"BELA CANECA COMEMORATIVA - em porcelana - da Empresa de Engenharia Ediaço - n 234 - Ano 78 - item em bom estado de conservação - MEDE: 15,5cm altura X 9cm diâmetro X 14cm comprimento.",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496722,porcelana_ceramica,,NONE,none,small,10.0,0,126.0,-0.8125,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496679,"Antigo Bibelô de mesa em porcelana item natureza morta, lembrança de São Lourenço M.G. no estado mede 8,5 cm de altura x 4 cm maior largura x 8,5 cm de comprimento",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496679,mesa,,NONE,heavy,large,10.0,0,253.8,-15.3009,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
brunettiartes.com.br,31533911,...,,https://brunettiartes.com.br/peca.asp?Id=31533911,outro,,NONE,none,medium,10.0,0,59.4,-9.3889,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
brunettiartes.com.br,31531760,...,,https://brunettiartes.com.br/peca.asp?Id=31531760,outro,,NONE,none,medium,10.0,0,59.4,-9.3889,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
tamiriscarvalholeiloeira.com.br,31460744,Lote com 4 fotos reprodução: Utrillo- Castelo de Pierrefonds; Degas- Nas Corridas; Toulouse- Lautrec- A Clownesse Cha- U- Kao; Degas- O absinto /Tam: 26x35cm,RJ,https://tamiriscarvalholeiloeira.com.br/peca.asp?Id=31460744,outro,,NONE,none,medium,10.0,0,59.4,-9.3889,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006387,"ESCULTURA, uma (1) animalista representando elefante, esmaltação colorida em cloisonné sobre metal, medindo 6 cm comprimento, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006387,escultura,,NONE,none,medium,10.0,0,288.0,-1.2262,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006317,"ESCULTURA, uma (1) representando anjo, possivelmente cerâmica ou estuque, com patina branca e perolizada, apliques em glitter, medindo 15 cm altura, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006317,escultura,,NONE,none,medium,10.0,0,288.0,-1.2262,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006096,"ESCULTURAS, duas (2) distintas, entalhadas em soapstone, representando porco e elefante, medindo a maior 10,5 cm comprimento, o elefante é souvenir de Ouro Preto com tromba quebrada e colada, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006096,escultura,,NONE,heavy,medium,10.0,0,288.0,-10.75,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
praticoleiloes.com.br,31328390,CISNEI DE CERÂMICA PRETO,,https://praticoleiloes.com.br/peca.asp?Id=31328390,porcelana_ceramica,,NONE,none,small,10.0,0,126.0,-0.8125,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
du-ze.com,31355832,"Tapetinhos de mesa, duas unidades com desgastes. Medidas do maior: 27x28cm.",MG,https://du-ze.com/peca.asp?Id=31355832,mesa,,NONE,light,large,10.0,0,253.8,-6.9676,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496952,"LINDO PAR DE PUXADORES METALICOS 2 PARAFUSOS PARA PORTA DE MOVEIS ESTILO MAÇANETA DE CARRO MARCA EGOKI ORIGEM ESPANHA EM BOM ESTADO MEDE 3 CM DE ALTURA X 2,2 CM DE LARGURA X 16,5 CM DE COMPRIMENTO",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496952,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496948,"BELO PAR DE  PUXADORES ESTILO MAÇANETA EM METAL CROMADO - NOVO - ITEM PARA PORTA DE MOVEIS MEDE 2 CM DE ALTURA X 2,5 MAIOR PARTE X 6 CM DE COMPRIMENTO",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496948,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496944,"BELO PAR DE  PUXADORES ESTILO MAÇANETA EM METAL CROMADO - NOVO - ITEM PARA PORTA DE MOVEIS MEDE 2 CM DE ALTURA X 2,5 MAIOR PARTE X 6 CM DE COMPRIMENTO",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496944,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496941,"LINDO PAR DE PUXADORES PARA MOVEIS ITEM ESCURO ESPELHADO METÁLICO EM ÓTIMO ESTADO MEDE CADA 3,5 CM X 2 CM X 3,5 CM",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496941,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496939,"LINDO PAR DE PUXADORES METALICOS 2 PARAFUSOS PARA PORTA DE MOVEIS ESTILO MAÇANETA DE CARRO MARCA EGOKI ORIGEM ESPANHA EM BOM ESTADO MEDE 3 CM DE ALTURA X 2,2 CM DE LARGURA X 16,5 CM DE COMPRIMENTO",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496939,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
albertolopesleiloeiro.com.br,31013612,"Litografia retratando Napoleão Bonaparte em campo de batalha, durante a Campanha da Itália, em 1797. Obra atribuída a Auguste Raffet ou a Nicolas Toussaint Charlet, artistas franceses consagrados por suas representações das campanhas napoleônicas. Dimensões: 20 x 29 cm. Bem conservada.",RJ,https://albertolopesleiloeiro.com.br/peca.asp?Id=31013612,gravura,,NONE,none,small,15.0,0,360.0,0.2458,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
bruceangeirasleiloeiro.com.br,31375707,"Suporte para azeite em porcelana. Mede 16x8,8cm. Lote para envio (Correio ou Jadlog) ou retirada em DRACENA - SP",RJ,https://bruceangeirasleiloeiro.com.br/peca.asp?Id=31375707,porcelana_ceramica,,NONE,none,small,15.0,1,126.0,-0.8854,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
inovarleiloes.com.br,31359331,"Conjunto com 3 Pratinhos de Sobremesa / Pires Vintage em Vidro Prensado Transparente - Padrão Sol / Estrela em Relevo Anos 60/702. Identificação do LoteItem: Conjunto de pratinhos utilitários pequenos (podem servir como pratos de sobremesa, pires de reposição ou pratinhos de pão).Quantidade: 03 unidades (empilhadas na imagem).Época: Circa de 19601970.Material: Vidro Prensado Transparente (fundo grosso e resistente).Estilo: Depressão / Vintage Retrô.3. Descrição Detalhada da PeçaDesign e Textura (LOTE 951.jpg):A imagem apresenta três pratos circulares empilhados, confeccionados em vidro prensado translúcido de excelente transparência.O grande destaque do lote está no ricamente trabalhado padrão geométrico em relevo no fundo da peça: uma estrela central raiada (estilo ""sunburst"" ou ""girassol""), circundada por uma coroa de pontas lapidadas em ponta de diamante que criam um belíssimo efeito óptico de refração da luz.Estrutura:As peças possuem a face superior inteiramente lisa (para facilitar o uso e a limpeza) e os relevos geométricos texturizados localizados na face externa inferior. A borda superior é lisa e levemente elevada, ideal para conter caldas ou pequenas porções.4. Estado de ConservaçãoClassificação Geral: Excelente (Near Mint - NM).Análise de Superfície: O vidro apresenta excelente transparência e brilho, sem opacidade decorrente de lavagens severas ou riscos profundos de talheres.Integridade: Lote muito bem preservado. Pratos totalmente livres de bicados (lascas na borda), fios de cabelo ou trincas estruturais.5. Avaliação de Mercado e Sugestão de ValoresPotencial de Mercado: Itens em vidro prensado trabalhado das décadas de 60 e 70 têm apelo garantido. Por se tratar de um trio, atrai tanto colecionadores que buscam reposição de peças do mesmo padrão (comum em marcas históricas brasileiras como Nadir Figueiredo, Cisper ou Rigolleau) quanto compradores focados em servir sobremesas com um toque charmoso e nostálgico.Valor de Mercado Estimado (pelo conjunto): R$ 30,00 a R$ 45,00.",,https://inovarleiloes.com.br/peca.asp?Id=31359331,joia,,NONE,heavy,small,15.0,0,432.0,-9.6012,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
bauarcaryos.com.br,31397734,Linda Miniatura de metal de monstro usada em tabuleiros RPG,,https://bauarcaryos.com.br/peca.asp?Id=31397734,brinquedo,,NONE,none,small,15.0,1,108.0,-1.1548,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496730,ELEGANTE PRATINHO DECORATIVO OU MEDALHÃO EM CERÂMICA FINA O URSO E O MEDRONHEIRO - MADRI ESPANHA ITEM EM BOM ESTADO MEDE 2 CM DE PROFUNDIDADE X 12 CM DE DIÂMETRO,,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496730,medalha,,NONE,none,small,15.0,0,160.20000000000002,-1.1548,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496982,"BELO PRATO BRANCO DE BOLO FORMATO FLOR - CERAMICA LUIZ SALVADOR  ITAIPAVA - ITEM APRESENTA UM DESCASCADO NA PARTE TRASEIRA DA BORDA EPEQUENINO BICADO SUPERIOR BORDA NO ESTADO MEDE 3 CM DE PROFUNDIDADE X 28,5 CM DE DIAMETRO",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496982,porcelana_ceramica,,NONE,heavy,small,15.0,0,126.0,-17.5521,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
exitoarteseantiguidades.com.br,31496680,"MEDALHÃO EM PORCELANA - item de mesa policromia paisagem de cena de galanteio , possui um pequeno bicado na parte superior canto direito no estado - MEDE :22cm de altura x 9,5cm de largura x 15cm de comprimento .",,https://exitoarteseantiguidades.com.br/peca.asp?Id=31496680,mesa,,NONE,heavy,large,15.0,0,253.8,-15.3495,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
antiguidadenacional.com.br,31458247,Pinacoteca de Los gênios Renoir  5,ES,https://antiguidadenacional.com.br/peca.asp?Id=31458247,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
antiguidadenacional.com.br,31458220,Pinacoteca  de Los gênios Portinari 83,ES,https://antiguidadenacional.com.br/peca.asp?Id=31458220,outro,portinari,STATED,none,medium,15.0,0,90.0,-4.2917,AVOID,margem abaixo de WATCH | base=designer_comps (conservador p25)
antiguidadenacional.com.br,31457555,Pinacoteca se Los gênios. Gauguin   11,ES,https://antiguidadenacional.com.br/peca.asp?Id=31457555,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
emporiodasartesleiloes.com,31426089,Escultura em madeira entalhada. Med. 14x29cm. Ass. AM. Marcas do tempo (CDM 2),ES,https://emporiodasartesleiloes.com/peca.asp?Id=31426089,escultura,,NONE,none,medium,15.0,2,288.0,-1.2679,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
antiguidadenacional.com.br,31461150,Pequeno buda em resina e lacca  asiático.,ES,https://antiguidadenacional.com.br/peca.asp?Id=31461150,outro,,NONE,none,medium,15.0,0,59.4,-9.5833,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
mozartleiloeiro.com.br,31265556,"Móvel de canto em madeira pintada na cor bege, uma prateleira. 73 x 48 cm.",,https://mozartleiloeiro.com.br/peca.asp?Id=31265556,estante,,NONE,none,xl,20.0,1,1170.0,-1.9969,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
mozartleiloeiro.com.br,31049292,"Armário em madeira revestida em fórmica branca, uma prateleira interna. 73 x 86 x 48 cm.",,https://mozartleiloeiro.com.br/peca.asp?Id=31049292,estante,,NONE,none,xl,20.0,0,1170.0,-1.9969,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
antiquariodutraqueimados.com.br,31316074,"LANTERNA - EVEREADY: Antiga lanterna manual da marca Eveready da década de 1970 com corpo vermelho e alça preta, possui uma grande lente redonda frontal e funciona à pilhas, falta tampa traseira. Não testado seu funcionamento, vendido no estado. Medidas: altura: 13 cm e largura: 13 cm.",RJ,https://antiquariodutraqueimados.com.br/peca.asp?Id=31316074,outro,,NONE,heavy,medium,20.0,0,59.4,-54.2222,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
joaodefrancoleiloeiro.com.br,31453807,"Comoda de lavanderia antiga, necessitando restauros gerais  necessita descupinizaçao, movel apresenta cupim com um pé quebrado",RJ,https://joaodefrancoleiloeiro.com.br/peca.asp?Id=31453807,comoda,,NONE,heavy,xl,20.0,0,1530.0,-2.446,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
pascavalcante.com.br,30954449,"Cadeira com estrutura de metal tubular cromado, assento redondo com estofado preto (AxD 66x39cm). Apresenta marcas de uso e tempo.",RJ,https://pascavalcante.com.br/peca.asp?Id=30954449,cadeira,,NONE,light,medium,20.0,1,990.0,-0.814,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
errolflynnleiloes.com.br,31240120,"Conjunto composto por 4 taças para liccor antigas em cristal ou vidro fino lapidado, apresentando elegante bojo cônico com delicados desenhos geométricos gravados manualmente, apoiadas sobre haste alongada translúcida e base circular. Peças de estética clássica e sofisticada, ideais para serviço de licor, aperitivos ou composição decorativa em cristaleiras e mesas refinadas. O lote apresenta bom estado geral de conservação, com leves sinais de uso compatíveis com o tempo, observando-se pequeno bicado em uma das bordas conforme demonstrado nas imagens, sem comprometer o charme e a funcionalidade do conjunto.",MG,https://errolflynnleiloes.com.br/peca.asp?Id=31240120,cristaleira,,NONE,heavy,xl,20.0,0,252.0,-23.1222,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
vilmarama.com.br,31445941,Par de copos altos para vodka medindo 15 cm de alt,SP,https://vilmarama.com.br/peca.asp?Id=31445941,outro,,NONE,none,medium,20.0,0,59.4,-9.7778,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
castrolealleiloes.com.br,31388610,"Garrafa em cristal de bojo aproximadamente troncônico e pescoço facetado.  Tampa de lapidação poliédrica.   Altura: 0,292m",,https://castrolealleiloes.com.br/peca.asp?Id=31388610,cristal_vidro,,NONE,none,small,20.0,2,158.4,-0.7407,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006434,"CRISTAL, um (1) bowl, incolor e translúcido, modelado em sulcos e esferas, fundo estrelado, medindo 16,5 cmdiâmetro e 6 cm altura, sinais de uso, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006434,cristal_vidro,,NONE,light,small,20.0,1,158.4,-4.4444,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006429,"CRISTAL, um (1) bowl, modelado em palmas, sulcos e estrelas, incolor e translúcido, origem Indonésia, medindo17,5 cm diâmetro e 5 cm altura, sinais de uso, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006429,cristal_vidro,,NONE,light,small,20.0,0,158.4,-4.4444,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006428,"CRISTAL, um (1) bowl, incolor e translúcido, modelagem geometrizada, medindo 17 cm diâmetro e 6,5 cm altura,sinais de uso, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006428,cristal_vidro,,NONE,light,small,20.0,1,158.4,-4.4444,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006287,"CRISTAL, um (1) vaso, incolor e translúcido, canelado na vertical, medindo 16 cm altura e 15,5 cm diâmetro, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006287,cristal_vidro,,NONE,none,small,20.0,0,158.4,-0.7407,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006090,"CRISTAL, um (1) cinzeiro triangular, incolor e translúcido, detalhes em amarelo âmbar, selo da marca quase apagado, não identificado, moldado em sulcos, medindo 11,5 x 11,5 x 11,5 cm, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006090,selo_filatelia,,NONE,none,small,20.0,0,27.0,-7.7037,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006084,"CRISTAL, um (1) cinzeiro, cilíndrico, incolor e translúcido com sulfitos na tonalidade verde, medindo 8,5 cm diâmetro e 4 cm altura, sinais de uso, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006084,cristal_vidro,,NONE,light,small,20.0,0,158.4,-4.4444,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006422,"CRISTAL, um (1) porta confeitos com tampa, incolor e translúcido, modelagem em rosáceas, dedão e estrela, pegada tampa com facetado hexagonal, medindo 12 cm diâmetro e 10 cm altura, sinais de uso, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006422,cristal_vidro,,NONE,light,small,20.0,0,158.4,-4.4444,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006421,"CRISTAL, um (1) vaso solifleur, grosso, incolor e translúcido, moldado em sulcos e palmas, fundo estrelado,medindo 20 cm altura, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006421,cristal_vidro,,NONE,none,small,20.0,1,158.4,-0.7407,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006321,"CRISTAL E VIDRO, dois (2) covilhetes distintos, incolores e translúcidos: 1 grosso, moldado em sulcos formando flores, detalhes acetinados, medindo 14 x 14 x 3 cm; 1 moldado em meias esferas de diversos tamanhos, medindo 14 cm diâmetro e 3,5 cm altura, ambos com sinais de uso, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006321,cristal_vidro,,NONE,light,small,20.0,0,158.4,-4.4444,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006303,"CRISTAL, um (1) cinzeiro, incolor e translúcido com tampa (reservatório para cinzas), modelagem geometrizada, medindo 11 x 8 x 5 cm, sinais de uso, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006303,cristal_vidro,,NONE,light,small,20.0,1,158.4,-4.4444,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
leiloesvitoria.com.br,31006280,"CRISTAL, uma (1) travessa oval, incolor e translúcida, moldada em flores, detalhes acetinados, medindo 34,5 x 18,5 cm, vide foto.",RJ,https://leiloesvitoria.com.br/peca.asp?Id=31006280,cristal_vidro,,NONE,none,small,20.0,0,158.4,-0.7407,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
padicaioleiloes.com.br,31428986,"HIR -  Xícara para café, manufatora nacional.",,https://padicaioleiloes.com.br/peca.asp?Id=31428986,outro,,NONE,none,medium,20.0,0,59.4,-9.7778,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
padicaioleiloes.com.br,31428983,"HIR -  Xícara para café, manufatora nacional.",,https://padicaioleiloes.com.br/peca.asp?Id=31428983,outro,,NONE,none,medium,20.0,0,59.4,-9.7778,AVOID,margem abaixo de WATCH | base=type_comps (conservador p25)
